PlayerID,TeamID,Team,TeamLogo,Number,Name,Position,Age,Nationality,Market Value,Image
fc_universitatea_cluj_lucas_masoero,fc_universitatea_cluj,FC Universitatea Cluj,fc_universitatea_cluj.png,5,Lucas Masoero,Centre-Back,"Feb 1, 1995 (30)",Argentina,€1.30m,fc_universitatea_cluj_lucas_masoero.png
fc_universitatea_cluj_iulian_cristea,fc_universitatea_cluj,FC Universitatea Cluj,fc_universitatea_cluj.png,6,Iulian Cristea,Centre-Back,"Jul 17, 1994 (30)",Romania,€1.00m,fc_universitatea_cluj_iulian_cristea.png
fc_universitatea_cluj_jasper_van_der_werff,fc_universitatea_cluj,FC Universitatea Cluj,fc_universitatea_cluj.png,16,Jasper van der Werff,Centre-Back,"Dec 9, 1998 (26)",Switzerland,€750k,fc_universitatea_cluj_jasper_van_der_werff.png
fc_universitatea_cluj_bogdan_mitrea,fc_universitatea_cluj,FC Universitatea Cluj,fc_universitatea_cluj.png,3,Bogdan Mitrea,Centre-Back,"Sep 29, 1987 (37)",Romania,€200k,fc_universitatea_cluj_bogdan_mitrea.png
fc_universitatea_cluj_andrei_stefan,fc_universitatea_cluj,FC Universitatea Cluj,fc_universitatea_cluj.png,-,Andrei Stefan,Centre-Back,"Jul 6, 2002 (22)",Romania,€25k,fc_universitatea_cluj_andrei_stefan.png
fc_universitatea_cluj_alexandru_chipciu,fc_universitatea_cluj,FC Universitatea Cluj,fc_universitatea_cluj.png,27,Alexandru Chipciu,Left-Back,"May 18, 1989 (35)",Romania,€400k,fc_universitatea_cluj_alexandru_chipciu.png
fc_universitatea_cluj_daniel_lasure,fc_universitatea_cluj,FC Universitatea Cluj,fc_universitatea_cluj.png,17,Daniel Lasure,Left-Back,"Feb 27, 1994 (30)",Spain,€200k,fc_universitatea_cluj_daniel_lasure.png
fc_universitatea_cluj_radu_boboc,fc_universitatea_cluj,FC Universitatea Cluj,fc_universitatea_cluj.png,24,Radu Boboc,Right-Back,"Apr 24, 1999 (25)",Romania,€1.20m,fc_universitatea_cluj_radu_boboc.png
fc_universitatea_cluj_dorinel_oancea,fc_universitatea_cluj,FC Universitatea Cluj,fc_universitatea_cluj.png,26,Dorinel Oancea,Right-Back,"Apr 2, 1997 (27)",Romania,€450k,fc_universitatea_cluj_dorinel_oancea.png
fc_universitatea_cluj_ovidiu_popescu,fc_universitatea_cluj,FC Universitatea Cluj,fc_universitatea_cluj.png,23,Ovidiu Popescu,Defensive Midfield,"Feb 27, 1994 (30)",Romania,€900k,fc_universitatea_cluj_ovidiu_popescu.png
fc_universitatea_cluj_gabriel_simion,fc_universitatea_cluj,FC Universitatea Cluj,fc_universitatea_cluj.png,98,Gabriel Simion,Defensive Midfield,"May 22, 1998 (26)",Romania,€800k,fc_universitatea_cluj_gabriel_simion.png
fc_universitatea_cluj_razvan_oaida,fc_universitatea_cluj,FC Universitatea Cluj,fc_universitatea_cluj.png,4,Razvan Oaida,Defensive Midfield,"Mar 2, 1998 (26)",Romania,€700k,fc_universitatea_cluj_razvan_oaida.png
fc_universitatea_cluj_andrei_artean,fc_universitatea_cluj,FC Universitatea Cluj,fc_universitatea_cluj.png,18,Andrei Artean,Defensive Midfield,"Aug 14, 1993 (31)",Romania,€700k,fc_universitatea_cluj_andrei_artean.png
fc_universitatea_cluj_ovidiu_bic,fc_universitatea_cluj,FC Universitatea Cluj,fc_universitatea_cluj.png,94,Ovidiu Bic,Central Midfield,"Feb 23, 1994 (30)",Romania,€1.20m,fc_universitatea_cluj_ovidiu_bic.png
fc_universitatea_cluj_vadim_rata,fc_universitatea_cluj,FC Universitatea Cluj,fc_universitatea_cluj.png,22,Vadim Rata,Central Midfield,"May 5, 1993 (31)",Moldova,€750k,fc_universitatea_cluj_vadim_rata.png
fc_universitatea_cluj_dorin_codrea,fc_universitatea_cluj,FC Universitatea Cluj,fc_universitatea_cluj.png,8,Dorin Codrea,Central Midfield,"Jun 13, 1997 (27)",Romania,€450k,fc_universitatea_cluj_dorin_codrea.png
fc_universitatea_cluj_dan_nistor,fc_universitatea_cluj,FC Universitatea Cluj,fc_universitatea_cluj.png,10,Dan Nistor,Central Midfield,"May 6, 1988 (36)",Romania,€400k,fc_universitatea_cluj_dan_nistor.png
fc_universitatea_cluj_alexandru_bota,fc_universitatea_cluj,FC Universitatea Cluj,fc_universitatea_cluj.png,20,Alexandru Bota,Central Midfield,"Mar 31, 2008 (16)",Romania,€50k,fc_universitatea_cluj_alexandru_bota.png
fc_universitatea_cluj_robert_silaghi,fc_universitatea_cluj,FC Universitatea Cluj,fc_universitatea_cluj.png,7,Robert Silaghi,Attacking Midfield,"Apr 2, 2002 (22)",Romania,€650k,fc_universitatea_cluj_robert_silaghi.png
fc_universitatea_cluj_andrej_fabry,fc_universitatea_cluj,FC Universitatea Cluj,fc_universitatea_cluj.png,-,Andrej Fabry,Attacking Midfield,"Mar 1, 1997 (27)",Slovakia,€600k,fc_universitatea_cluj_andrej_fabry.png
fc_universitatea_cluj_issouf_macalou,fc_universitatea_cluj,FC Universitatea Cluj,fc_universitatea_cluj.png,-,Issouf Macalou,Right Winger,"Dec 27, 1998 (26)",Cote d'Ivoire,€200k,fc_universitatea_cluj_issouf_macalou.jpg
fc_universitatea_cluj_vlad_moraru,fc_universitatea_cluj,FC Universitatea Cluj,fc_universitatea_cluj.png,-,Vlad Moraru,Right Winger,"Jul 16, 2003 (21)",Romania,-,fc_universitatea_cluj_vlad_moraru.jpg
fc_universitatea_cluj_mamadou_thiam,fc_universitatea_cluj,FC Universitatea Cluj,fc_universitatea_cluj.png,93,Mamadou Thiam,Second Striker,"Mar 20, 1995 (29)",Senegal,€900k,fc_universitatea_cluj_mamadou_thiam.png
fc_universitatea_cluj_vladislav_blanuta,fc_universitatea_cluj,FC Universitatea Cluj,fc_universitatea_cluj.png,77,Vladislav Blanuta,Centre-Forward,"Jan 12, 2002 (23)",Romania,€1.30m,fc_universitatea_cluj_vladislav_blanuta.png
fc_universitatea_cluj_artur_miranyan,fc_universitatea_cluj,FC Universitatea Cluj,fc_universitatea_cluj.png,11,Artur Miranyan,Centre-Forward,"Dec 27, 1995 (29)",Armenia,€500k,fc_universitatea_cluj_artur_miranyan.png
fc_universitatea_cluj_adel_bettaieb,fc_universitatea_cluj,FC Universitatea Cluj,fc_universitatea_cluj.png,9,Adel Bettaieb,Centre-Forward,"Jan 28, 1997 (28)",Tunisia,€300k,fc_universitatea_cluj_adel_bettaieb.png
sepsi_osk_sf._gheorghe_roland_niczuly,sepsi_osk_sf._gheorghe,Sepsi OSK Sf. Gheorghe,sepsi_osk_sf._gheorghe.png,33,Roland Niczuly,Goalkeeper,"Sep 21, 1995 (29)",Romania,€1.00m,sepsi_osk_sf._gheorghe_roland_niczuly.png
sepsi_osk_sf._gheorghe_szilard_gyenge,sepsi_osk_sf._gheorghe,Sepsi OSK Sf. Gheorghe,sepsi_osk_sf._gheorghe.png,31,Szilard Gyenge,Goalkeeper,"Feb 11, 2001 (24)",Romania,€250k,sepsi_osk_sf._gheorghe_szilard_gyenge.png
sepsi_osk_sf._gheorghe_hunor_gedo,sepsi_osk_sf._gheorghe,Sepsi OSK Sf. Gheorghe,sepsi_osk_sf._gheorghe.png,98,Hunor Gedo,Goalkeeper,"Jan 16, 2004 (21)",Romania,€25k,sepsi_osk_sf._gheorghe_hunor_gedo.png
sepsi_osk_sf._gheorghe_branislav_ninaj,sepsi_osk_sf._gheorghe,Sepsi OSK Sf. Gheorghe,sepsi_osk_sf._gheorghe.png,82,Branislav Ninaj,Centre-Back,"May 17, 1994 (30)",Slovakia,€850k,sepsi_osk_sf._gheorghe_branislav_ninaj.png
sepsi_osk_sf._gheorghe_denis_harut,sepsi_osk_sf._gheorghe,Sepsi OSK Sf. Gheorghe,sepsi_osk_sf._gheorghe.png,4,Denis Harut,Centre-Back,"Feb 25, 1999 (25)",Romania,€600k,sepsi_osk_sf._gheorghe_denis_harut.png
sepsi_osk_sf._gheorghe_matej_simic,sepsi_osk_sf._gheorghe,Sepsi OSK Sf. Gheorghe,sepsi_osk_sf._gheorghe.png,24,Matej Simic,Centre-Back,"Nov 29, 1995 (29)",Croatia,€500k,sepsi_osk_sf._gheorghe_matej_simic.png
sepsi_osk_sf._gheorghe_mark_tamas,sepsi_osk_sf._gheorghe,Sepsi OSK Sf. Gheorghe,sepsi_osk_sf._gheorghe.png,44,Mark Tamas,Centre-Back,"Oct 28, 1993 (31)",Hungary,€250k,sepsi_osk_sf._gheorghe_mark_tamas.png
sepsi_osk_sf._gheorghe_andres_dumitrescu,sepsi_osk_sf._gheorghe,Sepsi OSK Sf. Gheorghe,sepsi_osk_sf._gheorghe.png,2,Andres Dumitrescu,Left-Back,"Mar 11, 2001 (23)",Romania,€900k,sepsi_osk_sf._gheorghe_andres_dumitrescu.png
sepsi_osk_sf._gheorghe_florin_stefan,sepsi_osk_sf._gheorghe,Sepsi OSK Sf. Gheorghe,sepsi_osk_sf._gheorghe.png,3,Florin Stefan,Left-Back,"May 9, 1996 (28)",Romania,€900k,sepsi_osk_sf._gheorghe_florin_stefan.png
sepsi_osk_sf._gheorghe_bogdan_otelita,sepsi_osk_sf._gheorghe,Sepsi OSK Sf. Gheorghe,sepsi_osk_sf._gheorghe.png,25,Bogdan Otelita,Right-Back,"Aug 12, 2002 (22)",Romania,€550k,sepsi_osk_sf._gheorghe_bogdan_otelita.png
sepsi_osk_sf._gheorghe_darius_oroian,sepsi_osk_sf._gheorghe,Sepsi OSK Sf. Gheorghe,sepsi_osk_sf._gheorghe.png,17,Darius Oroian,Right-Back,"Aug 1, 2003 (21)",Romania,€250k,sepsi_osk_sf._gheorghe_darius_oroian.png
sepsi_osk_sf._gheorghe_davide_popsa,sepsi_osk_sf._gheorghe,Sepsi OSK Sf. Gheorghe,sepsi_osk_sf._gheorghe.png,27,Davide Popsa,Right-Back,"Jul 4, 2002 (22)",Romania,€150k,sepsi_osk_sf._gheorghe_davide_popsa.png
sepsi_osk_sf._gheorghe_nicolae_paun,sepsi_osk_sf._gheorghe,Sepsi OSK Sf. Gheorghe,sepsi_osk_sf._gheorghe.png,-,Nicolae Paun,Defensive Midfield,"Jan 19, 1999 (26)",Romania,€850k,sepsi_osk_sf._gheorghe_nicolae_paun.png
sepsi_osk_sf._gheorghe_sota_mino,sepsi_osk_sf._gheorghe,Sepsi OSK Sf. Gheorghe,sepsi_osk_sf._gheorghe.png,5,Sota Mino,Central Midfield,"Oct 20, 1994 (30)",Japan,€800k,sepsi_osk_sf._gheorghe_sota_mino.png
sepsi_osk_sf._gheorghe_dino_skorup,sepsi_osk_sf._gheorghe,Sepsi OSK Sf. Gheorghe,sepsi_osk_sf._gheorghe.png,8,Dino Skorup,Central Midfield,"Oct 4, 1999 (25)",Croatia,€450k,sepsi_osk_sf._gheorghe_dino_skorup.jpg
sepsi_osk_sf._gheorghe_david_siger,sepsi_osk_sf._gheorghe,Sepsi OSK Sf. Gheorghe,sepsi_osk_sf._gheorghe.png,18,David Siger,Central Midfield,"Nov 30, 1990 (34)",Hungary,€150k,sepsi_osk_sf._gheorghe_david_siger.png
sepsi_osk_sf._gheorghe_sherif_kallaku,sepsi_osk_sf._gheorghe,Sepsi OSK Sf. Gheorghe,sepsi_osk_sf._gheorghe.png,59,Sherif Kallaku,Attacking Midfield,"Mar 1, 1998 (26)",Albania,€800k,sepsi_osk_sf._gheorghe_sherif_kallaku.png
sepsi_osk_sf._gheorghe_cosmin_matei,sepsi_osk_sf._gheorghe,Sepsi OSK Sf. Gheorghe,sepsi_osk_sf._gheorghe.png,10,Cosmin Matei,Attacking Midfield,"Sep 30, 1991 (33)",Romania,€400k,sepsi_osk_sf._gheorghe_cosmin_matei.png
sepsi_osk_sf._gheorghe_omar_el_sawy,sepsi_osk_sf._gheorghe,Sepsi OSK Sf. Gheorghe,sepsi_osk_sf._gheorghe.png,7,Omar El Sawy,Attacking Midfield,"Mar 16, 2004 (20)",Romania,€250k,sepsi_osk_sf._gheorghe_omar_el_sawy.png
sepsi_osk_sf._gheorghe_giovani_ghimfus,sepsi_osk_sf._gheorghe,Sepsi OSK Sf. Gheorghe,sepsi_osk_sf._gheorghe.png,19,Giovani Ghimfus,Attacking Midfield,"Jul 12, 2005 (19)",Romania,€200k,sepsi_osk_sf._gheorghe_giovani_ghimfus.jpg
sepsi_osk_sf._gheorghe_marian_draghiceanu,sepsi_osk_sf._gheorghe,Sepsi OSK Sf. Gheorghe,sepsi_osk_sf._gheorghe.png,20,Marian Draghiceanu,Attacking Midfield,"Jul 7, 1999 (25)",Romania,€200k,sepsi_osk_sf._gheorghe_marian_draghiceanu.png
sepsi_osk_sf._gheorghe_mihajlo_neskovic,sepsi_osk_sf._gheorghe,Sepsi OSK Sf. Gheorghe,sepsi_osk_sf._gheorghe.png,77,Mihajlo Neskovic,Left Winger,"Feb 9, 2000 (25)",Serbia,€650k,sepsi_osk_sf._gheorghe_mihajlo_neskovic.png
sepsi_osk_sf._gheorghe_sebastian_mailat,sepsi_osk_sf._gheorghe,Sepsi OSK Sf. Gheorghe,sepsi_osk_sf._gheorghe.png,26,Sebastian Mailat,Left Winger,"Dec 12, 1997 (27)",Romania,€450k,sepsi_osk_sf._gheorghe_sebastian_mailat.png
sepsi_osk_sf._gheorghe_raul_cimpean,sepsi_osk_sf._gheorghe,Sepsi OSK Sf. Gheorghe,sepsi_osk_sf._gheorghe.png,6,Raul Cimpean,Right Winger,"Oct 9, 2005 (19)",Romania,€50k,sepsi_osk_sf._gheorghe_raul_cimpean.jpg
sepsi_osk_sf._gheorghe_gabriel_debeljuh,sepsi_osk_sf._gheorghe,Sepsi OSK Sf. Gheorghe,sepsi_osk_sf._gheorghe.png,22,Gabriel Debeljuh,Centre-Forward,"Sep 28, 1996 (28)",Croatia,€850k,sepsi_osk_sf._gheorghe_gabriel_debeljuh.png
sepsi_osk_sf._gheorghe_marius_coman,sepsi_osk_sf._gheorghe,Sepsi OSK Sf. Gheorghe,sepsi_osk_sf._gheorghe.png,9,Marius Coman,Centre-Forward,"Jul 31, 1996 (28)",Romania,€550k,sepsi_osk_sf._gheorghe_marius_coman.png
sepsi_osk_sf._gheorghe_dimitri_oberlin,sepsi_osk_sf._gheorghe,Sepsi OSK Sf. Gheorghe,sepsi_osk_sf._gheorghe.png,11,Dimitri Oberlin,Centre-Forward,"Sep 27, 1997 (27)",Switzerland,€450k,sepsi_osk_sf._gheorghe_dimitri_oberlin.png
sepsi_osk_sf._gheorghe_dorian_babunski,sepsi_osk_sf._gheorghe,Sepsi OSK Sf. Gheorghe,sepsi_osk_sf._gheorghe.png,12,Dorian Babunski,Centre-Forward,"Aug 29, 1996 (28)",North Macedonia,€200k,sepsi_osk_sf._gheorghe_dorian_babunski.png
fc_dinamo_1948_adnan_golubovic,fc_dinamo_1948,FC Dinamo 1948,fc_dinamo_1948.png,1,Adnan Golubovic,Goalkeeper,"Jul 22, 1995 (29)",Slovenia,€700k,fc_dinamo_1948_adnan_golubovic.png
fc_dinamo_1948_alexandru_rosca,fc_dinamo_1948,FC Dinamo 1948,fc_dinamo_1948.png,73,Alexandru Rosca,Goalkeeper,"Nov 12, 2003 (21)",Romania,€450k,fc_dinamo_1948_alexandru_rosca.png
fc_dinamo_1948_alexandru_stoian,fc_dinamo_1948,FC Dinamo 1948,fc_dinamo_1948.png,16,Alexandru Stoian,Goalkeeper,"Mar 12, 2005 (19)",Romania,€25k,fc_dinamo_1948_alexandru_stoian.png
fc_dinamo_1948_kennedy_boateng,fc_dinamo_1948,FC Dinamo 1948,fc_dinamo_1948.png,4,Kennedy Boateng,Centre-Back,"Nov 29, 1996 (28)",Togo,€900k,fc_dinamo_1948_kennedy_boateng.png
fc_dinamo_1948_josue_homawoo,fc_dinamo_1948,FC Dinamo 1948,fc_dinamo_1948.png,28,Josue Homawoo,Centre-Back,"Nov 12, 1997 (27)",Togo,€800k,fc_dinamo_1948_josue_homawoo.png
fc_dinamo_1948_cristian_licsandru,fc_dinamo_1948,FC Dinamo 1948,fc_dinamo_1948.png,6,Cristian Licsandru,Centre-Back,"Mar 27, 2003 (21)",Romania,€250k,fc_dinamo_1948_cristian_licsandru.png
fc_dinamo_1948_razvan_pascalau,fc_dinamo_1948,FC Dinamo 1948,fc_dinamo_1948.png,5,Razvan Pascalau,Centre-Back,"May 5, 2004 (20)",Romania,€50k,fc_dinamo_1948_razvan_pascalau.png
fc_dinamo_1948_razvan_patriche,fc_dinamo_1948,FC Dinamo 1948,fc_dinamo_1948.png,23,Razvan Patriche,Centre-Back,"Apr 29, 1986 (38)",Romania,€50k,fc_dinamo_1948_razvan_patriche.png
fc_dinamo_1948_raul_oprut,fc_dinamo_1948,FC Dinamo 1948,fc_dinamo_1948.png,3,Raul Oprut,Left-Back,"Jan 4, 1998 (27)",Romania,€900k,fc_dinamo_1948_raul_oprut.png
fc_dinamo_1948_antonio_luna,fc_dinamo_1948,FC Dinamo 1948,fc_dinamo_1948.png,80,Antonio Luna,Left-Back,"Mar 17, 1991 (33)",Spain,€150k,fc_dinamo_1948_antonio_luna.jpg
fc_dinamo_1948_maxime_sivis,fc_dinamo_1948,FC Dinamo 1948,fc_dinamo_1948.png,27,Maxime Sivis,Right-Back,"Apr 1, 1998 (26)",France,€700k,fc_dinamo_1948_maxime_sivis.png
fc_dinamo_1948_cristian_costin,fc_dinamo_1948,FC Dinamo 1948,fc_dinamo_1948.png,98,Cristian Costin,Right-Back,"Jun 17, 1998 (26)",Romania,€550k,fc_dinamo_1948_cristian_costin.png
fc_dinamo_1948_eddy_gnahore,fc_dinamo_1948,FC Dinamo 1948,fc_dinamo_1948.png,8,Eddy Gnahore,Defensive Midfield,"Nov 14, 1993 (31)",France,€750k,fc_dinamo_1948_eddy_gnahore.png
fc_dinamo_1948_andrei_marginean,fc_dinamo_1948,FC Dinamo 1948,fc_dinamo_1948.png,90,Andrei Marginean,Defensive Midfield,"Jul 3, 2001 (23)",Romania,€250k,fc_dinamo_1948_andrei_marginean.png
fc_dinamo_1948_catalin_cirjan,fc_dinamo_1948,FC Dinamo 1948,fc_dinamo_1948.png,10,Catalin Cirjan,Central Midfield,"Dec 1, 2002 (22)",Romania,€1.20m,fc_dinamo_1948_catalin_cirjan.png
fc_dinamo_1948_georgi_milanov,fc_dinamo_1948,FC Dinamo 1948,fc_dinamo_1948.png,17,Georgi Milanov,Central Midfield,"Feb 19, 1992 (32)",Bulgaria,€550k,fc_dinamo_1948_georgi_milanov.png
fc_dinamo_1948_casian_soare,fc_dinamo_1948,FC Dinamo 1948,fc_dinamo_1948.png,22,Casian Soare,Central Midfield,"Nov 24, 2006 (18)",Romania,€100k,fc_dinamo_1948_casian_soare.jpg
fc_dinamo_1948_patrick_olsen,fc_dinamo_1948,FC Dinamo 1948,fc_dinamo_1948.png,33,Patrick Olsen,Attacking Midfield,"Apr 23, 1994 (30)",Denmark,€700k,fc_dinamo_1948_patrick_olsen.png
fc_dinamo_1948_dennis_politic,fc_dinamo_1948,FC Dinamo 1948,fc_dinamo_1948.png,7,Dennis Politic,Left Winger,"Mar 5, 2000 (24)",Romania,€1.20m,fc_dinamo_1948_dennis_politic.png
fc_dinamo_1948_adrian_caragea,fc_dinamo_1948,FC Dinamo 1948,fc_dinamo_1948.png,24,Adrian Caragea,Left Winger,"Sep 7, 2005 (19)",Romania,€150k,fc_dinamo_1948_adrian_caragea.png
fc_dinamo_1948_hakim_abdallah,fc_dinamo_1948,FC Dinamo 1948,fc_dinamo_1948.png,19,Hakim Abdallah,Right Winger,"Jan 9, 1998 (27)",Madagascar,€700k,fc_dinamo_1948_hakim_abdallah.png
fc_dinamo_1948_antonio_bordusanu,fc_dinamo_1948,FC Dinamo 1948,fc_dinamo_1948.png,20,Antonio Bordusanu,Right Winger,"Aug 10, 2004 (20)",Romania,€300k,fc_dinamo_1948_antonio_bordusanu.png
fc_dinamo_1948_astrit_selmani,fc_dinamo_1948,FC Dinamo 1948,fc_dinamo_1948.png,9,Astrit Selmani,Centre-Forward,"May 13, 1997 (27)",Kosovo,€1.20m,fc_dinamo_1948_astrit_selmani.png
fc_dinamo_1948_alexandru_pop,fc_dinamo_1948,FC Dinamo 1948,fc_dinamo_1948.png,99,Alexandru Pop,Centre-Forward,"Feb 1, 2000 (25)",Romania,€1.20m,fc_dinamo_1948_alexandru_pop.png
fc_dinamo_1948_stipe_perica,fc_dinamo_1948,FC Dinamo 1948,fc_dinamo_1948.png,18,Stipe Perica,Centre-Forward,"Jul 7, 1995 (29)",Croatia,€300k,fc_dinamo_1948_stipe_perica.png
fc_dinamo_1948_raul_rotund,fc_dinamo_1948,FC Dinamo 1948,fc_dinamo_1948.png,30,Raul Rotund,Centre-Forward,"Nov 17, 2005 (19)",Romania,€100k,fc_dinamo_1948_raul_rotund.png
fcv_farul_constanta_alexandru_buzbuchi,fcv_farul_constanta,FCV Farul Constanta,fcv_farul_constanta.png,1,Alexandru Buzbuchi,Goalkeeper,"Oct 31, 1993 (31)",Romania,€700k,fcv_farul_constanta_alexandru_buzbuchi.png
fcv_farul_constanta_razvan_ducan,fcv_farul_constanta,FCV Farul Constanta,fcv_farul_constanta.png,68,Razvan Ducan,Goalkeeper,"Feb 9, 2001 (24)",Romania,€200k,fcv_farul_constanta_razvan_ducan.png
fcv_farul_constanta_stefan_musat,fcv_farul_constanta,FCV Farul Constanta,fcv_farul_constanta.png,-,Stefan Musat,Goalkeeper,"Jan 17, 2001 (24)",Romania,€25k,fcv_farul_constanta_stefan_musat.png
fcv_farul_constanta_gustavo_marins,fcv_farul_constanta,FCV Farul Constanta,fcv_farul_constanta.png,4,Gustavo Marins,Centre-Back,"Feb 11, 2002 (23)",Brazil,€650k,fcv_farul_constanta_gustavo_marins.png
fcv_farul_constanta_mihai_balasa,fcv_farul_constanta,FCV Farul Constanta,fcv_farul_constanta.png,44,Mihai Balasa,Centre-Back,"Jan 14, 1995 (30)",Romania,€500k,fcv_farul_constanta_mihai_balasa.png
fcv_farul_constanta_bogdan_tiru,fcv_farul_constanta,FCV Farul Constanta,fcv_farul_constanta.png,5,Bogdan Tiru,Centre-Back,"Mar 15, 1994 (30)",Romania,€200k,fcv_farul_constanta_bogdan_tiru.jpg
fcv_farul_constanta_gabriel_danuleasa,fcv_farul_constanta,FCV Farul Constanta,fcv_farul_constanta.png,15,Gabriel Danuleasa,Centre-Back,"May 8, 2003 (21)",Romania,€200k,fcv_farul_constanta_gabriel_danuleasa.png
fcv_farul_constanta_gabriel_buta,fcv_farul_constanta,FCV Farul Constanta,fcv_farul_constanta.png,16,Gabriel Buta,Centre-Back,"Jan 29, 2002 (23)",Romania,€100k,fcv_farul_constanta_gabriel_buta.png
fcv_farul_constanta_ionut_larie,fcv_farul_constanta,FCV Farul Constanta,fcv_farul_constanta.png,17,Ionut Larie,Centre-Back,"Jan 16, 1987 (38)",Romania,€100k,fcv_farul_constanta_ionut_larie.png
fcv_farul_constanta_horia_marin,fcv_farul_constanta,FCV Farul Constanta,fcv_farul_constanta.png,-,Horia Marin,Centre-Back,"Jan 16, 2004 (21)",Romania,€25k,fcv_farul_constanta_horia_marin.jpg
fcv_farul_constanta_joao_ferreira,fcv_farul_constanta,FCV Farul Constanta,fcv_farul_constanta.png,-,Joao Ferreira,Centre-Back,"Aug 5, 2005 (19)",Brazil,-,fcv_farul_constanta_joao_ferreira.jpg
fcv_farul_constanta_cristian_ganea,fcv_farul_constanta,FCV Farul Constanta,fcv_farul_constanta.png,11,Cristian Ganea,Left-Back,"May 24, 1992 (32)",Romania,€400k,fcv_farul_constanta_cristian_ganea.png
fcv_farul_constanta_reginaldo,fcv_farul_constanta,FCV Farul Constanta,fcv_farul_constanta.png,3,Reginaldo,Left-Back,"Aug 17, 2001 (23)",Brazil,-,fcv_farul_constanta_reginaldo.jpg
fcv_farul_constanta_dan_sirbu,fcv_farul_constanta,FCV Farul Constanta,fcv_farul_constanta.png,22,Dan Sirbu,Right-Back,"Apr 22, 2003 (21)",Romania,€700k,fcv_farul_constanta_dan_sirbu.png
fcv_farul_constanta_ionut_cercel,fcv_farul_constanta,FCV Farul Constanta,fcv_farul_constanta.png,2,Ionut Cercel,Right-Back,"Nov 14, 2006 (18)",Romania,€200k,fcv_farul_constanta_ionut_cercel.png
fcv_farul_constanta_victor_dican,fcv_farul_constanta,FCV Farul Constanta,fcv_farul_constanta.png,6,Victor Dican,Defensive Midfield,"Oct 11, 2000 (24)",Romania,€750k,fcv_farul_constanta_victor_dican.png
fcv_farul_constanta_dragos_nedelcu,fcv_farul_constanta,FCV Farul Constanta,fcv_farul_constanta.png,14,Dragos Nedelcu,Defensive Midfield,"Feb 16, 1997 (27)",Romania,€500k,fcv_farul_constanta_dragos_nedelcu.png
fcv_farul_constanta_nicolas_popescu,fcv_farul_constanta,FCV Farul Constanta,fcv_farul_constanta.png,80,Nicolas Popescu,Defensive Midfield,"Jan 2, 2003 (22)",Romania,€200k,fcv_farul_constanta_nicolas_popescu.png
fcv_farul_constanta_luca_banu,fcv_farul_constanta,FCV Farul Constanta,fcv_farul_constanta.png,18,Luca Banu,Defensive Midfield,"Jan 31, 2005 (20)",Romania,€100k,fcv_farul_constanta_luca_banu.png
fcv_farul_constanta_ionut_vina,fcv_farul_constanta,FCV Farul Constanta,fcv_farul_constanta.png,8,Ionut Vina,Central Midfield,"Feb 20, 1995 (29)",Romania,€700k,fcv_farul_constanta_ionut_vina.png
fcv_farul_constanta_carlo_casap,fcv_farul_constanta,FCV Farul Constanta,fcv_farul_constanta.png,23,Carlo Casap,Central Midfield,"Dec 29, 1998 (26)",Romania,€300k,fcv_farul_constanta_carlo_casap.png
fcv_farul_constanta_andrei_ciobanu,fcv_farul_constanta,FCV Farul Constanta,fcv_farul_constanta.png,77,Andrei Ciobanu,Central Midfield,"Jan 18, 1998 (27)",Romania,€250k,fcv_farul_constanta_andrei_ciobanu.png
fcv_farul_constanta_eduard_radaslavescu,fcv_farul_constanta,FCV Farul Constanta,fcv_farul_constanta.png,20,Eduard Radaslavescu,Attacking Midfield,"Jul 30, 2004 (20)",Romania,€550k,fcv_farul_constanta_eduard_radaslavescu.png
fcv_farul_constanta_ionut_cojocaru,fcv_farul_constanta,FCV Farul Constanta,fcv_farul_constanta.png,27,Ionut Cojocaru,Left Winger,"Jul 28, 2003 (21)",Romania,€200k,fcv_farul_constanta_ionut_cojocaru.png
